,loan_identifier,seller_name,original_interest_rate,original_upb,origination_date,first_payment_date,number_of_borrowers,original_dir,borrower_credit_score_at_origination,first_time_home_buyer_indicator,loan_purpose,property_type,number_of_units,occupancy_type,property_state,primary_mortgage_insurance_percent,product_type,current_interest_rate,remaining_months_to_legal_maturity,adj_remaining_months_to_maturity,maturity_date,current_loan_delinquency_status,delinquency
44320,234099000000,OTHER,5,348000,2018-12-01,2019-02-01,2,31,697,N,P,PU,1,P,KS,25,FRM,5.25,349,349,2049-01-01,0,f
44321,234101000000,"EAGLE HOME MORTGAGE, LLC",4,214000,2019-02-01,2019-04-01,2,50,695,N,P,PU,1,P,FL,30,FRM,4.38,351,350,2049-03-01,0,f
44322,234110000000,PENNYMAC CORP.,5,158000,2019-03-01,2019-05-01,1,43,766,Y,P,SF,1,P,TN,25,FRM,4.5,352,352,2049-04-01,0,f
44323,234113000000,QUICKEN LOANS INC.,4,208000,2019-03-01,2019-04-01,1,23,758,Y,P,SF,1,P,CT,25,FRM,4.38,351,350,2049-03-01,0,f
44324,234113000000,"NATIONSTAR MORTGAGE, LLC",5,318000,2018-12-01,2019-02-01,2,45,724,N,P,SF,1,P,MI,30,FRM,4.88,349,348,2049-01-01,0,f
44326,234115000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,377000,2019-03-01,2019-05-01,1,37,794,Y,P,PU,1,P,FL,35,FRM,4.75,352,351,2049-04-01,0,f
44327,234118000000,OTHER,5,116000,2018-10-01,2018-12-01,1,47,735,Y,P,PU,1,P,IN,25,FRM,5.38,347,347,2048-11-01,0,f
44334,234180000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,261000,2019-01-01,2019-03-01,2,28,793,N,P,PU,1,P,OH,30,FRM,4.63,350,349,2049-02-01,0,f
44337,234184000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,416000,2018-11-01,2019-01-01,3,32,732,Y,P,PU,1,P,FL,30,FRM,5.25,348,348,2048-12-01,0,f
44338,234188000000,OTHER,5,179000,2018-12-01,2019-02-01,1,33,762,Y,P,SF,1,P,NC,25,FRM,5.25,351,0,2049-01-01,X,t
44339,234195000000,OTHER,5,410000,2019-03-01,2019-05-01,2,47,809,N,R,SF,1,P,VA,12,FRM,4.75,352,352,2049-04-01,0,f
44343,234203000000,PENNYMAC CORP.,5,291000,2018-12-01,2019-02-01,2,41,759,Y,P,SF,1,P,NV,25,FRM,5,349,345,2049-01-01,0,f
44344,234205000000,OTHER,6,100000,2019-02-01,2019-03-01,2,28,638,Y,P,SF,1,P,LA,30,FRM,5.88,350,350,2049-02-01,0,f
44345,234208000000,"WELLS FARGO BANK, N.A.",5,311000,2019-02-01,2019-04-01,2,24,770,N,P,SF,1,S,AL,25,FRM,4.5,351,350,2049-03-01,0,f
44347,234211000000,OTHER,5,313000,2019-02-01,2019-04-01,1,41,794,N,P,SF,1,P,CA,30,FRM,4.5,351,351,2049-03-01,0,f
44348,234215000000,QUICKEN LOANS INC.,5,199000,2019-01-01,2019-03-01,1,42,707,Y,P,PU,1,P,UT,25,FRM,4.63,350,350,2049-02-01,0,f
44355,234228000000,OTHER,5,130000,2018-12-01,2019-02-01,1,39,757,Y,P,SF,1,P,OH,25,FRM,5.38,349,343,2049-01-01,0,f
44356,234247000000,OTHER,5,225000,2018-12-01,2019-02-01,3,35,728,N,P,SF,1,P,MN,30,FRM,4.88,349,349,2049-01-01,0,f
44357,234249000000,OTHER,5,230000,2019-02-01,2019-04-01,1,29,747,Y,P,SF,1,P,IL,30,FRM,4.63,351,344,2049-03-01,0,f
44358,234253000000,OTHER,5,128000,2019-02-01,2019-04-01,1,36,699,Y,P,MH,1,P,NV,25,FRM,4.75,351,351,2049-03-01,0,f
44360,234257000000,OTHER,6,218000,2018-11-01,2019-01-01,2,45,651,Y,P,MH,1,P,WA,16,FRM,5.5,348,348,2048-12-01,0,f
44361,234263000000,OTHER,5,114000,2018-12-01,2019-02-01,1,19,722,Y,P,SF,1,P,TN,30,FRM,5.25,349,349,2049-01-01,0,f
44365,234279000000,OTHER,5,243000,2018-12-01,2019-02-01,1,26,777,N,P,PU,1,P,TX,30,FRM,4.75,349,344,2049-01-01,0,f
44366,234281000000,PENNYMAC CORP.,5,274000,2019-03-01,2019-05-01,1,45,767,Y,P,SF,1,P,FL,30,FRM,4.99,352,352,2049-04-01,0,f
44372,234294000000,"WELLS FARGO BANK, N.A.",5,263000,2018-12-01,2019-02-01,1,47,766,Y,P,CO,1,P,CO,25,FRM,4.88,349,349,2049-01-01,0,f
44377,234299000000,OTHER,5,213000,2018-11-01,2019-01-01,2,36,793,Y,P,SF,1,P,WA,18,FRM,5.25,348,346,2048-12-01,0,f
44382,234325000000,OTHER,6,140000,2019-02-01,2019-04-01,1,25,680,Y,P,SF,1,P,IN,30,FRM,5.63,351,350,2049-03-01,0,f
44383,234328000000,OTHER,5,425000,2018-12-01,2019-02-01,1,40,767,N,P,SF,1,P,NJ,30,FRM,4.88,349,349,2049-01-01,0,f
44384,234329000000,"WELLS FARGO BANK, N.A.",5,375000,2018-12-01,2019-02-01,1,30,793,N,R,PU,1,P,AL,30,FRM,5.13,349,349,2049-01-01,0,f
44385,234339000000,QUICKEN LOANS INC.,5,157000,2019-01-01,2019-03-01,3,38,790,Y,P,SF,1,P,GA,30,FRM,5.25,350,343,2049-02-01,0,f
44386,234340000000,OTHER,5,212000,2018-12-01,2019-02-01,1,38,801,N,P,SF,1,P,CA,30,FRM,5.13,349,349,2049-01-01,0,f
44392,234357000000,"LAKEVIEW LOAN SERVICING, LLC",6,272000,2018-12-01,2019-02-01,2,44,701,Y,P,SF,1,P,CA,18,FRM,5.88,349,349,2049-01-01,0,f
44393,234358000000,"WELLS FARGO BANK, N.A.",5,252000,2018-12-01,2019-02-01,2,29,813,N,P,SF,1,P,NY,25,FRM,4.88,349,349,2049-01-01,0,f
44396,234362000000,"EAGLE HOME MORTGAGE, LLC",4,362000,2019-02-01,2019-04-01,2,34,794,N,P,PU,1,P,AZ,30,FRM,4.13,351,351,2049-03-01,0,f
44397,234616000000,OTHER,5,190000,2019-01-01,2019-03-01,2,43,752,N,P,SF,1,P,TX,30,FRM,4.85,350,350,2049-02-01,0,f
44400,234380000000,OTHER,5,216000,2019-01-01,2019-03-01,1,29,711,Y,P,CO,1,P,GA,25,FRM,5.13,351,0,2049-02-01,X,t
44402,234389000000,PENNYMAC CORP.,5,693000,2019-01-01,2019-03-01,1,43,769,Y,P,SF,1,P,WA,25,FRM,5.13,355,0,2049-02-01,X,t
44403,234390000000,PENNYMAC CORP.,5,525000,2019-01-01,2019-03-01,2,26,726,Y,P,PU,1,P,CA,30,FRM,4.63,350,350,2049-02-01,0,f
44406,234393000000,U.S. BANK N.A.,5,129000,2018-12-01,2019-02-01,2,48,702,Y,P,SF,1,P,NE,18,FRM,4.75,349,349,2049-01-01,0,f
44408,234396000000,"FLAGSTAR BANK, FSB",5,480000,2019-01-01,2019-03-01,1,41,799,N,P,PU,1,P,CO,30,FRM,4.75,350,348,2049-02-01,0,f
44413,234405000000,"LAKEVIEW LOAN SERVICING, LLC",6,603000,2018-11-01,2019-01-01,2,50,719,N,P,SF,1,P,MA,30,FRM,5.88,348,348,2048-12-01,0,f
44419,234414000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,129000,2018-12-01,2019-02-01,1,43,766,Y,P,CO,1,P,NJ,25,FRM,4.5,349,349,2049-01-01,0,f
44421,234416000000,"LAKEVIEW LOAN SERVICING, LLC",5,234000,2019-02-01,2019-04-01,2,43,727,Y,P,SF,1,P,TX,25,FRM,4.75,351,351,2049-03-01,0,f
44422,234416000000,OTHER,5,171000,2019-02-01,2019-04-01,1,42,755,N,P,SF,1,P,TX,30,FRM,4.5,351,349,2049-03-01,0,f
44423,234419000000,OTHER,5,247000,2019-01-01,2019-03-01,1,28,736,N,P,SF,1,P,AZ,30,FRM,4.75,350,350,2049-02-01,0,f
44426,234431000000,OTHER,5,638000,2018-12-01,2019-02-01,2,22,773,N,P,SF,2,P,CT,12,FRM,5.25,349,349,2049-01-01,0,f
44428,234434000000,OTHER,6,112000,2018-12-01,2019-02-01,3,38,637,N,P,SF,1,P,AZ,30,FRM,6.13,349,349,2049-01-01,0,f
44429,234438000000,OTHER,6,67000,2018-12-01,2019-02-01,2,34,730,N,P,SF,1,S,OR,25,FRM,5.63,349,348,2049-01-01,0,f
44431,234440000000,OTHER,5,243000,2019-01-01,2019-03-01,2,44,808,N,P,PU,1,S,NV,25,FRM,4.88,350,350,2049-02-01,0,f
44432,234441000000,OTHER,5,179000,2019-01-01,2019-03-01,2,37,766,N,P,SF,1,S,TN,25,FRM,4.88,350,349,2049-02-01,0,f
44433,234445000000,QUICKEN LOANS INC.,5,180000,2018-12-01,2019-02-01,1,30,776,N,P,SF,1,S,GA,25,FRM,4.99,349,349,2049-01-01,0,f
44435,234445000000,"LAKEVIEW LOAN SERVICING, LLC",6,398000,2019-01-01,2019-03-01,2,44,728,Y,P,SF,1,P,CA,18,FRM,5.63,350,351,2049-02-01,1,t
44444,234473000000,"MOVEMENT MORTGAGE, LLC",5,318000,2019-02-01,2019-04-01,1,29,749,Y,P,PU,1,P,TN,25,FRM,4.5,351,350,2049-03-01,0,f
44445,234474000000,"MOVEMENT MORTGAGE, LLC",5,142000,2019-02-01,2019-04-01,1,40,703,Y,P,SF,1,P,AL,25,FRM,4.75,351,351,2049-03-01,0,f
44447,234490000000,OTHER,5,223000,2019-03-01,2019-05-01,1,42,760,N,P,SF,1,P,IN,30,FRM,4.63,352,352,2049-04-01,0,f
44449,234498000000,TRUIST BANK (FORMERLY SUNTRUST BANK),6,116000,2018-11-01,2019-01-01,2,35,799,Y,P,SF,1,P,KY,25,FRM,5.5,348,347,2048-12-01,0,f
44451,234505000000,PENNYMAC CORP.,5,453000,2018-12-01,2019-02-01,2,49,728,N,P,SF,1,P,OR,30,FRM,4.88,349,349,2049-01-01,0,f
44452,234507000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,383000,2019-01-01,2019-03-01,2,36,732,N,R,PU,1,P,KY,25,FRM,4.75,350,350,2049-02-01,0,f
44453,234510000000,OTHER,5,199000,2018-10-01,2018-12-01,1,14,792,Y,P,SF,1,P,NY,30,FRM,4.75,347,346,2048-11-01,0,f
44454,234512000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,223000,2019-01-01,2019-03-01,1,43,746,Y,P,SF,1,P,MN,25,FRM,5.13,350,350,2049-02-01,0,f
44455,234513000000,OTHER,5,385000,2018-12-01,2019-02-01,1,46,791,N,P,PU,1,P,AL,30,FRM,4.88,351,0,2049-01-01,X,t
44458,234520000000,PENNYMAC CORP.,4,349000,2019-02-01,2019-04-01,2,32,775,N,P,SF,1,P,WA,25,FRM,4.38,351,351,2049-03-01,0,f
44462,234523000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,174000,2019-03-01,2019-05-01,1,21,736,Y,P,CO,1,P,WI,25,FRM,4.88,352,349,2049-04-01,0,f
44464,234530000000,OTHER,5,166000,2019-03-01,2019-05-01,1,46,688,Y,P,PU,1,P,GA,25,FRM,4.88,352,352,2049-04-01,0,f
44469,234550000000,"WELLS FARGO BANK, N.A.",5,277000,2018-11-01,2019-01-01,2,29,751,Y,P,SF,1,P,MA,30,FRM,4.75,348,342,2048-12-01,0,f
44471,234560000000,OTHER,5,224000,2019-01-01,2019-03-01,1,45,700,Y,P,PU,1,P,TX,25,FRM,4.63,350,350,2049-02-01,0,f
44472,234560000000,U.S. BANK N.A.,6,197000,2018-11-01,2019-01-01,2,39,781,N,P,SF,1,P,IL,12,FRM,5.88,348,348,2048-12-01,0,f
44473,234564000000,"MOVEMENT MORTGAGE, LLC",6,347000,2018-12-01,2019-02-01,1,38,716,Y,P,PU,1,P,FL,35,FRM,5.5,349,349,2049-01-01,0,f
44476,234567000000,QUICKEN LOANS INC.,5,206000,2018-12-01,2019-02-01,2,34,791,Y,P,SF,1,P,IL,35,FRM,5.38,349,348,2049-01-01,0,f
44478,234574000000,OTHER,5,230000,2019-03-01,2019-05-01,1,42,691,N,P,SF,1,P,MT,30,FRM,4.63,352,352,2049-04-01,0,f
44480,234579000000,U.S. BANK N.A.,6,176000,2019-01-01,2019-03-01,1,41,729,Y,P,PU,1,P,FL,18,FRM,5.75,350,350,2049-02-01,0,f
44481,234581000000,"MOVEMENT MORTGAGE, LLC",5,239000,2019-01-01,2019-03-01,2,17,742,N,P,SF,1,P,NC,25,FRM,4.88,350,350,2049-02-01,0,f
44482,234582000000,OTHER,6,138000,2018-10-01,2018-12-01,1,30,719,Y,P,PU,1,P,TX,16,FRM,5.63,347,347,2048-11-01,0,f
44483,234591000000,U.S. BANK N.A.,6,165000,2018-12-01,2019-02-01,1,41,666,Y,P,SF,1,P,OH,18,FRM,5.88,349,344,2049-01-01,0,f
44487,234598000000,"WELLS FARGO BANK, N.A.",5,124000,2019-01-01,2019-03-01,1,29,753,N,R,SF,1,P,NE,25,FRM,4.5,350,350,2049-02-01,0,f
44492,234612000000,"WELLS FARGO BANK, N.A.",5,225000,2019-01-01,2019-03-01,1,40,703,Y,P,PU,1,P,GA,25,FRM,4.88,350,349,2049-02-01,0,f
44493,234622000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",4,276000,2019-02-01,2019-04-01,1,39,781,N,R,CO,1,P,MA,12,FRM,4.38,351,351,2049-03-01,0,f
44496,234635000000,"WELLS FARGO BANK, N.A.",6,299000,2018-12-01,2019-02-01,2,29,696,N,P,PU,1,P,FL,25,FRM,5.5,349,348,2049-01-01,0,f
44498,234639000000,U.S. BANK N.A.,6,114000,2018-12-01,2019-02-01,1,37,723,Y,P,SF,1,P,FL,18,FRM,5.88,349,348,2049-01-01,0,f
44500,234641000000,"WELLS FARGO BANK, N.A.",5,201000,2019-02-01,2019-04-01,1,49,760,Y,P,SF,1,P,NC,25,FRM,4.99,351,351,2049-03-01,0,f
44510,234674000000,OTHER,4,47000,2018-12-01,2019-02-01,2,33,816,Y,P,SF,1,P,MN,25,FRM,4.4,109,108,2029-01-01,0,f
44512,234681000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,385000,2019-02-01,2019-04-01,2,25,764,N,R,SF,1,P,MA,25,FRM,4.5,354,0,2049-03-01,X,t
44513,234684000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",4,565000,2019-03-01,2019-05-01,2,42,804,N,R,SF,1,P,CA,12,FRM,4.38,354,0,2049-04-01,X,t
44515,234697000000,OTHER,5,64000,2019-02-01,2019-04-01,1,31,697,Y,P,SF,1,P,OH,25,FRM,4.63,291,289,2044-03-01,0,f
44520,234710000000,PENNYMAC CORP.,5,246000,2019-02-01,2019-04-01,1,35,803,N,P,CO,1,P,KY,12,FRM,4.88,351,350,2049-03-01,0,f
44527,234748000000,OTHER,5,230000,2018-12-01,2019-02-01,1,42,653,N,P,PU,1,P,TX,25,FRM,5.25,349,349,2049-01-01,0,f
44528,234752000000,OTHER,5,124000,2019-01-01,2019-03-01,1,47,752,Y,P,SF,1,P,CA,30,FRM,4.99,350,350,2049-02-01,0,f
44530,234752000000,OTHER,5,308000,2018-12-01,2019-02-01,2,37,779,N,P,PU,1,P,NC,25,FRM,4.88,349,349,2049-01-01,0,f
44534,234774000000,"FLAGSTAR BANK, FSB",5,431000,2018-12-01,2019-02-01,1,47,769,N,P,PU,1,P,CO,30,FRM,5,357,0,2049-01-01,X,t
44549,234818000000,PENNYMAC CORP.,5,236000,2019-01-01,2019-03-01,2,45,720,N,P,SF,1,P,GA,25,FRM,5.25,350,350,2049-02-01,0,f
44552,234827000000,OTHER,5,124000,2018-11-01,2019-01-01,1,45,753,Y,P,SF,1,P,OH,25,FRM,4.75,348,348,2048-12-01,0,f
44553,234827000000,"WELLS FARGO BANK, N.A.",5,351000,2018-12-01,2019-02-01,2,41,762,N,P,SF,1,P,FL,25,FRM,4.88,349,348,2049-01-01,0,f
44554,234828000000,OTHER,5,176000,2018-12-01,2019-02-01,1,10,763,N,P,PU,1,P,MD,12,FRM,4.99,349,340,2049-01-01,0,f
44558,234842000000,"WELLS FARGO BANK, N.A.",5,380000,2018-12-01,2019-02-01,2,41,798,N,P,PU,1,P,TX,25,FRM,4.88,349,348,2049-01-01,0,f
44559,234849000000,OTHER,5,223000,2019-01-01,2019-03-01,1,33,776,Y,P,PU,1,P,NV,35,FRM,5,350,350,2049-02-01,0,f
44563,234866000000,"EAGLE HOME MORTGAGE, LLC",5,448000,2019-02-01,2019-04-01,2,31,802,N,P,PU,1,P,WA,12,FRM,4.88,357,0,2049-03-01,X,t
44570,234899000000,U.S. BANK N.A.,6,189000,2018-12-01,2019-02-01,1,48,726,Y,P,PU,1,P,AZ,18,FRM,5.75,349,348,2049-01-01,0,f
44571,234901000000,PENNYMAC CORP.,5,253000,2019-01-01,2019-03-01,1,41,790,N,P,SF,1,P,CA,30,FRM,5.13,350,0,2049-02-01,X,t
44573,234911000000,QUICKEN LOANS INC.,5,387000,2019-02-01,2019-04-01,2,45,687,N,P,SF,1,P,NJ,30,FRM,4.99,351,351,2049-03-01,0,f
44574,234911000000,PENNYMAC CORP.,5,238000,2018-12-01,2019-02-01,2,19,717,N,P,SF,1,P,NJ,30,FRM,5.25,349,348,2049-01-01,0,f
44575,234915000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,179000,2019-03-01,2019-05-01,1,32,794,Y,P,SF,1,P,MI,35,FRM,4.75,352,350,2049-04-01,0,f
44576,234917000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,361000,2018-12-01,2019-02-01,1,46,726,N,P,PU,1,P,TX,30,FRM,4.88,353,0,2049-01-01,X,t
44577,234920000000,DITECH FINANCIAL LLC,5,54000,2019-01-01,2019-03-01,1,22,703,Y,P,SF,1,P,KS,25,FRM,5.13,350,318,2049-02-01,0,f
44580,234922000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,309000,2019-02-01,2019-04-01,1,50,786,N,P,SF,1,P,MD,25,FRM,4.63,355,0,2049-03-01,X,t
44589,234950000000,OTHER,5,353000,2019-02-01,2019-04-01,1,37,788,Y,P,PU,1,P,TX,25,FRM,4.5,351,350,2049-03-01,0,f
44592,234959000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,150000,2018-12-01,2019-02-01,1,31,774,Y,P,SF,1,P,DE,25,FRM,4.99,349,349,2049-01-01,0,f
44593,234959000000,"LAKEVIEW LOAN SERVICING, LLC",6,309000,2018-11-01,2019-01-01,2,41,683,Y,P,SF,1,P,CA,18,FRM,5.88,348,348,2048-12-01,0,f
44595,234961000000,OTHER,6,207000,2019-01-01,2019-03-01,2,41,656,N,P,SF,1,P,FL,30,FRM,5.88,350,326,2049-02-01,0,f
44596,234962000000,"WELLS FARGO BANK, N.A.",5,412000,2018-11-01,2019-01-01,2,47,692,N,P,PU,1,P,TX,30,FRM,5.38,348,348,2048-12-01,0,f
44598,234964000000,OTHER,5,224000,2019-01-01,2019-03-01,1,50,743,Y,P,SF,1,P,FL,35,FRM,5.13,350,350,2049-02-01,0,f
44600,234968000000,OTHER,5,230000,2019-01-01,2019-03-01,1,48,751,Y,P,SF,1,P,NY,25,FRM,4.88,350,350,2049-02-01,0,f
44601,234970000000,PENNYMAC CORP.,5,355000,2018-12-01,2019-02-01,2,44,686,N,R,SF,1,P,WA,12,FRM,5.38,350,0,2049-01-01,X,t
44602,234971000000,QUICKEN LOANS INC.,5,237000,2019-01-01,2019-03-01,1,47,746,N,P,SF,1,P,TN,30,FRM,4.99,352,0,2049-02-01,X,t
44608,235010000000,"WELLS FARGO BANK, N.A.",5,290000,2018-12-01,2019-01-01,2,44,741,Y,P,CO,1,P,VA,30,FRM,5.38,348,345,2048-12-01,0,f
44609,235011000000,"LAKEVIEW LOAN SERVICING, LLC",6,439000,2018-12-01,2019-02-01,2,39,655,N,P,PU,1,P,AZ,30,FRM,5.75,349,350,2049-01-01,1,t
44614,235036000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,308000,2018-12-01,2019-02-01,2,41,814,N,P,PU,1,P,TX,25,FRM,4.5,349,349,2049-01-01,0,f
44616,235037000000,"WELLS FARGO BANK, N.A.",5,145000,2019-01-01,2019-03-01,1,41,747,Y,P,SF,1,P,GA,25,FRM,4.88,350,349,2049-02-01,0,f
44620,235054000000,"WELLS FARGO BANK, N.A.",5,453000,2019-02-01,2019-04-01,1,33,663,N,P,SF,1,P,CO,25,FRM,5.25,351,351,2049-03-01,0,f
44622,235059000000,OTHER,5,454000,2018-12-01,2019-02-01,1,36,750,Y,P,SF,1,P,CA,30,FRM,4.88,349,349,2049-01-01,0,f
44623,235060000000,OTHER,5,408000,2018-12-01,2019-02-01,2,38,707,N,P,SF,1,P,CA,25,FRM,5.13,350,0,2049-01-01,X,t
44628,235076000000,OTHER,5,209000,2019-02-01,2019-04-01,1,27,754,Y,P,SF,1,P,IL,30,FRM,4.88,351,343,2049-03-01,0,f
44630,235079000000,OTHER,5,121000,2018-12-01,2019-02-01,1,34,672,N,P,SF,1,P,IA,25,FRM,4.88,349,349,2049-01-01,0,f
44633,235086000000,DITECH FINANCIAL LLC,5,250000,2018-12-01,2019-02-01,1,48,779,Y,P,SF,1,P,MN,25,FRM,5.13,349,348,2049-01-01,0,f
44639,235113000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,283000,2019-03-01,2019-05-01,2,42,700,Y,P,SF,1,P,IL,25,FRM,4.88,352,352,2049-04-01,0,f
44642,235124000000,PENNYMAC CORP.,5,298000,2019-02-01,2019-04-01,2,46,697,N,P,PU,1,P,ID,30,FRM,4.88,351,351,2049-03-01,0,f
44644,235126000000,PENNYMAC CORP.,5,342000,2018-11-01,2019-01-01,1,45,745,N,P,PU,1,P,VA,30,FRM,5.25,348,347,2048-12-01,0,f
44646,235134000000,OTHER,5,291000,2018-12-01,2019-02-01,1,43,790,Y,P,CO,1,P,VA,18,FRM,5.38,352,0,2049-01-01,X,t
44648,235137000000,PENNYMAC CORP.,6,93000,2018-12-01,2019-02-01,1,36,677,N,P,PU,1,P,GA,30,FRM,5.88,349,0,2049-01-01,X,t
44650,235146000000,OTHER,5,74000,2018-12-01,2019-02-01,1,38,806,Y,P,SF,1,P,SD,16,FRM,4.88,349,349,2049-01-01,0,f
44652,235152000000,OTHER,5,225000,2018-12-01,2019-02-01,1,44,802,Y,P,SF,1,P,OH,25,FRM,4.88,354,0,2049-01-01,X,t
44653,235153000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,275000,2018-11-01,2019-01-01,1,49,744,N,P,CO,1,P,PA,30,FRM,5,349,0,2048-12-01,X,t
44656,235168000000,PENNYMAC CORP.,5,150000,2018-12-01,2019-02-01,1,47,691,Y,P,CO,1,P,VA,25,FRM,4.88,349,348,2049-01-01,0,f
44658,235171000000,OTHER,6,240000,2019-01-01,2019-03-01,1,46,779,N,P,PU,1,I,TX,12,FRM,5.7,350,350,2049-02-01,0,f
44660,235171000000,OTHER,5,224000,2019-01-01,2019-03-01,2,35,800,N,P,SF,1,P,TN,25,FRM,4.63,350,349,2049-02-01,0,f
44662,235185000000,OTHER,5,150000,2019-01-01,2019-03-01,2,39,641,Y,P,SF,1,P,AR,18,FRM,5.13,350,350,2049-02-01,0,f
44664,235188000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",6,78000,2018-12-01,2019-02-01,1,49,749,N,P,SF,1,I,KY,12,FRM,6,353,0,2049-01-01,X,t
44668,235201000000,"FLAGSTAR BANK, FSB",5,356000,2019-01-01,2019-03-01,1,41,705,N,R,SF,1,P,WY,25,FRM,5,350,350,2049-02-01,0,f
44669,235204000000,"LAKEVIEW LOAN SERVICING, LLC",5,276000,2019-01-01,2019-03-01,2,42,654,Y,P,CO,1,P,CA,18,FRM,4.5,350,350,2049-02-01,0,f
44681,235227000000,"LAKEVIEW LOAN SERVICING, LLC",5,409000,2018-12-01,2019-02-01,1,36,807,N,P,SF,1,P,CA,30,FRM,5.25,354,0,2049-01-01,X,t
44682,235227000000,PENNYMAC CORP.,5,187000,2018-11-01,2019-01-01,2,50,714,N,P,PU,1,P,FL,25,FRM,5.13,348,348,2048-12-01,0,f
44683,235229000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,180000,2018-10-01,2018-12-01,1,47,779,Y,P,PU,1,P,TX,12,FRM,4.5,347,338,2048-11-01,0,f
44686,235235000000,OTHER,6,315000,2018-12-01,2019-02-01,1,30,638,N,P,PU,1,S,TX,25,FRM,5.75,349,349,2049-01-01,0,f
44687,235238000000,"MOVEMENT MORTGAGE, LLC",5,181000,2019-02-01,2019-04-01,1,48,775,Y,P,PU,1,P,FL,30,FRM,4.63,351,351,2049-03-01,0,f
44688,235241000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,290000,2019-03-01,2019-05-01,2,50,715,N,P,CO,1,P,CO,30,FRM,5.13,352,349,2049-04-01,0,f
44691,235248000000,OTHER,5,453000,2018-10-01,2018-12-01,2,40,666,Y,P,SF,1,P,WA,12,FRM,5.25,347,346,2048-11-01,0,f
44692,235249000000,OTHER,5,195000,2019-01-01,2019-03-01,1,39,770,N,P,CO,1,P,VT,25,FRM,4.75,350,350,2049-02-01,0,f
44696,235260000000,QUICKEN LOANS INC.,5,247000,2019-02-01,2019-04-01,2,47,742,Y,P,SF,1,P,CA,35,FRM,4.63,351,351,2049-03-01,0,f
44700,235268000000,OTHER,5,267000,2018-12-01,2019-02-01,2,36,812,N,P,SF,1,P,PA,25,FRM,5,349,348,2049-01-01,0,f
44701,235269000000,"WELLS FARGO BANK, N.A.",5,239000,2019-01-01,2019-03-01,2,37,804,Y,P,SF,1,P,MN,25,FRM,4.5,350,349,2049-02-01,0,f
44702,235270000000,"WELLS FARGO BANK, N.A.",6,272000,2018-12-01,2019-02-01,1,35,667,N,P,SF,1,P,IN,25,FRM,5.5,349,350,2049-01-01,1,t
44703,235271000000,U.S. BANK N.A.,6,150000,2018-12-01,2019-02-01,1,44,667,Y,P,PU,1,P,IN,18,FRM,6.13,349,349,2049-01-01,0,f
44704,235273000000,PENNYMAC CORP.,4,154000,2019-01-01,2019-03-01,2,35,779,N,P,SF,1,P,TN,25,FRM,4.38,170,169,2034-02-01,0,f
44708,235281000000,"EAGLE HOME MORTGAGE, LLC",4,323000,2019-02-01,2019-04-01,1,32,765,Y,P,PU,1,P,FL,25,FRM,3.88,351,351,2049-03-01,0,f
44710,235283000000,"LAKEVIEW LOAN SERVICING, LLC",5,390000,2019-02-01,2019-04-01,2,40,727,Y,P,CO,1,P,CA,30,FRM,4.75,351,350,2049-03-01,0,f
44712,235289000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,637000,2019-01-01,2019-03-01,2,43,762,Y,P,CO,1,P,NY,30,FRM,5.25,350,349,2049-02-01,0,f
44713,235290000000,OTHER,5,420000,2019-03-01,2019-04-01,1,34,721,N,R,PU,1,P,CA,25,FRM,5.05,352,0,2049-03-01,X,t
44715,235294000000,"LAKEVIEW LOAN SERVICING, LLC",6,223000,2019-01-01,2019-03-01,1,43,683,Y,P,CO,1,P,CA,18,FRM,6,350,350,2049-02-01,0,f
